District,Seat,Constituency_title,Candidate_Name,Party,Votes,Total_Valid_Votes,Total_Rejected_Votes,Total_Votes,Total_Registered_Voters,Turnout
Bahawalnagar,Bahawalnagar-III,NA-190,Ch Ghulam Rasool,Pakistan Muslim League(Z),966,138832,3314,142146,281254,50.54
Bahawalnagar,Bahawalnagar-III,NA-190,Mr Sajjad Ahmed Jathol,Pakistan Peoples Party Parliamentarians,54659,138832,3314,142146,281254,50.54
Bahawalnagar,Bahawalnagar-III,NA-190,Sardar Ishfaq Ahmed Advocate,Independent,169,138832,3314,142146,281254,50.54
Bahawalnagar,Bahawalnagar-III,NA-190,Mr Sahib Zada Noor Hassan,National Alliance,2546,138832,3314,142146,281254,50.54
Bahawalnagar,Bahawalnagar-III,NA-190,Mr Abdul Sattar Khan,Pakistan Muslim League(QA),58836,138832,3314,142146,281254,50.54
Bahawalnagar,Bahawalnagar-III,NA-190,Mr Faiz Rasool,Independent,287,138832,3314,142146,281254,50.54
Bahawalnagar,Bahawalnagar-III,NA-190,Mian Muhammad Rafi,Pakistan Muslim League(N),13881,138832,3314,142146,281254,50.54
Bahawalnagar,Bahawalnagar-IV,NA-191,Chaudhary Abdul Ghafoor,Pakistan Muslim League(QA),43739,152350,3011,155361,303421,51.2
Bahawalnagar,Bahawalnagar-IV,NA-191,Mr Muhammad Ijaz ul Haq,Pakistan Muslim League(Z),55109,152350,3011,155361,303421,51.2
Bahawalnagar,Bahawalnagar-IV,NA-191,Mr Muhammad Afzal Sindhu,Pakistan Peoples Party Parliamentarians,45478,152350,3011,155361,303421,51.2
Bahawalnagar,Bahawalnagar-IV,NA-191,Mr Muhammad Yar Khan,Pakistan Muslim League(N),1098,152350,3011,155361,303421,51.2
Rahimyar Khan,Rahimyar Khan-I,NA-192,Makhdoom Syed Ahmad Alam Anwar,Independent,74933,134212,3428,137640,345937,39.79
Rahimyar Khan,Rahimyar Khan-I,NA-192,Mian Zubair Ahmad Deen Puri,Muttahidda Majlis-e-Amal Pakistan,25168,134212,3428,137640,345937,39.79
Rahimyar Khan,Rahimyar Khan-II,NA-193,Mr Zaib Jaffar,Pakistan Muslim League(N),23004,113979,3605,117584,280047,41.99
Rahimyar Khan,Rahimyar Khan-II,NA-193,Sh Muhammad Anwar,Pakistan Muslim League(QA),41671,113979,3605,117584,280047,41.99
Rahimyar Khan,Rahimyar Khan-II,NA-193,Mr Muhammad Siddique,Independentt,425,113979,3605,117584,280047,41.99
Rahimyar Khan,Rahimyar Khan-II,NA-193,Mst Shabnam Yasmin,Pakistan Muslim League(Z),962,113979,3605,117584,280047,41.99
Rahimyar Khan,Rahimyar Khan-II,NA-193,Major ® Syed Tanveer Hussain Syed,Pakistan Peoples Party Parliamentarians,45500,113979,3605,117584,280047,41.99
Rahimyar Khan,Rahimyar Khan-III,NA-194,Makhdoom Khusro Bakhtiar,Pakistan Muslim League(QA),70116,135758,3147,138905,300057,46.29
Rahimyar Khan,Rahimyar Khan-III,NA-194,Makhdoom Shahab-ud-Din,Pakistan Peoples Party Parliamentarians,59630,135758,3147,138905,300057,46.29
Rahimyar Khan,Rahimyar Khan-III,NA-194,Moulana Muhammad Mohsin Rehmani,Muttahidda Majlis-e-Amal Pakistan,5091,135758,3147,138905,300057,46.29
Rahimyar Khan,Rahimyar Khan-IV,NA-195,Mr Muhammad Riaz Noori,Muttahidda Majlis-e-Amal Pakistan,4071,113169,2758,115927,262927,44.09
Rahimyar Khan,Rahimyar Khan-IV,NA-195,Makhdoom Amad-ud-Din,Pakistan Peoples Party Parliamentarians,46527,113169,2758,115927,262927,44.09
Rahimyar Khan,Rahimyar Khan-V,NA-196,Pir Ayyaz Muhammad Shah Advocate,Pakistan Awami Tehreek,721,114817,2878,117695,256278,45.92
Rahimyar Khan,Rahimyar Khan-V,NA-196,Ch Zaffar Iqbal Warriach,Pakistan Peoples Party Parliamentarian,48896,114817,2878,117695,256278,45.92
Rahimyar Khan,Rahimyar Khan-V,NA-196,Chaudhry Muhammad Jaffer Iqbal,Pakistan Muslim League(N),30376,114817,2878,117695,256278,45.92
Rahimyar Khan,Rahimyar Khan-V,NA-196,Dr Riaz Ahmad Khan,Muttahidda Majlis-e-Amal Pakistan,12706,114817,2878,117695,256278,45.92
Rahimyar Khan,Rahimyar Khan-V,NA-196,Dr Muhammad Anwar-ull-Haq,Pakistan Muslim League(Z),126,114817,2878,117695,256278,45.92
Rahimyar Khan,Rahimyar Khan-V,NA-196,Zahida Ghani Alias Baji,Muttahida Qaumi Moement,241,114817,2878,117695,256278,45.92
Rahimyar Khan,Rahimyar Khan-V,NA-196,Mr Muhammed Jawad Afzal,Independent,271,114817,2878,117695,256278,45.92
Rahimyar Khan,Rahimyar Khan-V,NA-196,Mr Munir Ahmad Warriach,Independent,94,114817,2878,117695,256278,45.92
Rahimyar Khan,Rahimyar Khan-V,NA-196,Mian Aslam Mahmood,Independent,646,114817,2878,117695,256278,45.92
Rahimyar Khan,Rahimyar Khan-V,NA-196,Mian Umer Khalid,Pakistan Muslim League(QA),20308,114817,2878,117695,256278,45.92
Rahimyar Khan,Rahimyar Khan-VI,NA-197,Rais Jahangir Ahmad,Independent,736,130757,2520,133277,265809,50.14
Rahimyar Khan,Rahimyar Khan-VI,NA-197,Rais Munir Ahmed,Pakistan Peoples Party Parliamentarians,79039,130757,2520,133277,265809,50.14
Rahimyar Khan,Rahimyar Khan-VI,NA-197,Rais Wazeer Ahmad,Pakistan Muslim League(QA),43192,130757,2520,133277,265809,50.14
Rahimyar Khan,Rahimyar Khan-VI,NA-197,Chaudhary Muhammad Ishtiaque,Muttahidda Majlis-e-Amal Pakistan,7475,130757,2520,133277,265809,50.14
SUKKUR,SUKKUR-I,NA-198,Mr Asghar Ali Chohan,Pakistan Peoples Party(Sheed Bhutto),628,82245,1665,83910,238761,35.1
SUKKUR,SUKKUR-I,NA-198,Mr Khursheed Afghan,Independent,87,82245,1665,83910,238761,35.1
SUKKUR,SUKKUR-I,NA-198,Mr Zahid Hussain Awan,Independent,69,82245,1665,83910,238761,35.1
SUKKUR,SUKKUR-I,NA-198,Mr Sakhi Abdul Razak Khoso,Muttahida Qaumi Moment,14945,82245,1665,83910,238761,35.1
SUKKUR,SUKKUR-I,NA-198,Syed Khursheed Ahmed Shah,Pakistan peoples Party Parlimentarians,35291,82245,1665,83910,238761,35.1
SUKKUR,SUKKUR-I,NA-198,Syed Sardar Ali Shah Jilani,Pakistan Tehreek-e-Insaf,164,82245,1665,83910,238761,35.1
SUKKUR,SUKKUR-I,NA-198,Syed Shafqat Ali Shah Masoomi,Independent,276,82245,1665,83910,238761,35.1
SUKKUR,SUKKUR-I,NA-198,Mr Amir Ali Surhio,Independent,74,82245,1665,83910,238761,35.1
SUKKUR,SUKKUR-I,NA-198,Mr Abdul Qadir Ghumro,Pakistan Muslim League(F),11043,82245,1665,83910,238761,35.1
SUKKUR,SUKKUR-I,NA-198,Mr Atta-ur-Rehman,Sunni Tehreek,293,82245,1665,83910,238761,35.1
SUKKUR,SUKKUR-I,NA-198,Mr Ali Mardan Khan,Independent,53,82245,1665,83910,238761,35.1
SUKKUR,SUKKUR-I,NA-198,Mr Muhammad Ali Shaikh,Independent,66,82245,1665,83910,238761,35.1
SUKKUR,SUKKUR-I,NA-198,Mufti Muhammad Iqbal Hussain Shah Faizi,Nizam-e-Mustafa Party,220,82245,1665,83910,238761,35.1
SUKKUR,SUKKUR-I,NA-198,Moulana Muhammad Asad Thanvi,Muttahidda Majlis-e-Amal,17230,82245,1665,83910,238761,35.1
SUKKUR,SUKKUR-I,NA-198,Khawaja Jalil Ahmed (Retired),Pakistan Muslim League(N),981,82245,1665,83910,238761,35.1
SUKKUR,SUKKUR-II,NA-199,Mr Anwar Ali Leghari,Pakistan Peoples Party(Sheed Bhutto),750,108113,3008,111121,286117,38.8
SUKKUR,SUKKUR-II,NA-199,Begum Zahida Abbasi,Muttahida Qaumi Moment,3403,108113,3008,111121,286117,38.8
SUKKUR,SUKKUR-II,NA-199,Mr Taj Mohammad Shaikh,National Alliance,46282,108113,3008,111121,286117,38.8
SUKKUR,SUKKUR-II,NA-199,Choudhry Javed Iqbal,Pakistan Muslim League(N),634,108113,3008,111121,286117,38.8
SUKKUR,SUKKUR-II,NA-199,Mr H Mohammad Ramzan Bhutto,Muttahidda Majlis-e-Amal,2694,108113,3008,111121,286117,38.8
SUKKUR,SUKKUR-II,NA-199,Mr Hussain Ahmed Jagirani,Independent,51,108113,3008,111121,286117,38.8
SUKKUR,SUKKUR-II,NA-199,Mr Tahir Hussain Shah,Independent,43,108113,3008,111121,286117,38.8
SUKKUR,SUKKUR-II,NA-199,Mr Abdul Aziz Buriro,Independent,134,108113,3008,111121,286117,38.8
SUKKUR,SUKKUR-II,NA-199,Mr Abdullah Mangi,Independent,363,108113,3008,111121,286117,38.8
SUKKUR,SUKKUR-II,NA-199,Mr Abdul Mujeeb Pirzada,Pakistan peoples Party Parlimentarians,51694,108113,3008,111121,286117,38.8
SUKKUR,SUKKUR-II,NA-199,Mr Mohammad Ali Shaikh,IndeIndependentdent,699,108113,3008,111121,286117,38.8
SUKKUR,SUKKUR-II,NA-199,Mr Mohammad Yameen Qadri,Sunni Tehreek,38,108113,3008,111121,286117,38.8
SUKKUR,SUKKUR-II,NA-199,Mir Aijaz Hussain Khan Mahar,Pakistan Muslim League(F),1067,108113,3008,111121,286117,38.8
SUKKUR,SUKKUR-II,NA-199,Mr Nadeem Kadir Bhutto,Independent,14,108113,3008,111121,286117,38.8
Ghotki,Ghotki-I,NA-200,Haji Ahmed Ali Mehar,Independent,426,108710,3946,112656,281655,40
Ghotki,Ghotki-I,NA-200,Mr Khalid Ahmed Khan Lund,Pakistan peoples Party Parlimentarians,68296,108710,3946,112656,281655,40
Ghotki,Ghotki-I,NA-200,Sardar Ahmed Ali Khan Pitafi,Independent,378,108710,3946,112656,281655,40
Ghotki,Ghotki-I,NA-200,Mr Abdullah Malik Advocate,Muttahida Qaumi Moment,3033,108710,3946,112656,281655,40
Ghotki,Ghotki-I,NA-200,Mr Munir Ahmed Samejo,Pakistan Muslim League(N),395,108710,3946,112656,281655,40
Ghotki,Ghotki-I,NA-200,Mian Farooq Ahmed,Independent,35126,108710,3946,112656,281655,40
Ghotki,Ghotki-I,NA-200,Mr Nazar Hussain Charan,Pakistan Peoples Party(Sheed Bhutto),877,108710,3946,112656,281655,40
Ghotki,Ghotki-II,NA-201,Mr Aijaz Ali Chachar,Independent,49,104775,4284,109059,285481,38.2
Ghotki,Ghotki-II,NA-201,Mr Jam Saifullah Khan Dharejo,Independent,917,104775,4284,109059,285481,38.2
Ghotki,Ghotki-II,NA-201,Mr Jam Ghulam Qadir Khan Dharejo,Independent,176,104775,4284,109059,285481,38.2
Ghotki,Ghotki-II,NA-201,Syed Abdul Latif Shah Jillani Advocate,Independent,1652,104775,4284,109059,285481,38.2
Ghotki,Ghotki-II,NA-201,Syed Attaullah Shah Bukhari,Pakistan Muslim League(N),579,104775,4284,109059,285481,38.2
Ghotki,Ghotki-II,NA-201,Mr Sagheer Ahmed Khan Lund,Independent,401,104775,4284,109059,285481,38.2
Ghotki,Ghotki-II,NA-201,Mr Abdul Razaque Khan,Independent,117,104775,4284,109059,285481,38.2
Ghotki,Ghotki-II,NA-201,Mr Abdul Shakoor Soomro,Muttahida Qaumi Moment,1918,104775,4284,109059,285481,38.2
Ghotki,Ghotki-II,NA-201,Mr Abdul Majeed (Retired),Independent (RETIRED),598,104775,4284,109059,285481,38.2
Ghotki,Ghotki-II,NA-201,Mr Ali Muhammad Khan,Independent,77950,104775,4284,109059,285481,38.2
Ghotki,Ghotki-II,NA-201,Mr Ghulam Hassan Chachar,Pakistan Muslim League(F),580,104775,4284,109059,285481,38.2
Ghotki,Ghotki-II,NA-201,Mr Ghulam Rasool Kalhoro,Muttahidda Majlis-e-Amal,18115,104775,4284,109059,285481,38.2
Ghotki,Ghotki-II,NA-201,Mir Ahsanullah Khan Sundrani,Independent,318,104775,4284,109059,285481,38.2
Ghotki,Ghotki-II,NA-201,Mr Nadeem Akhtar Pathan,Pakistan Tehreek-e-Insaf,279,104775,4284,109059,285481,38.2
Shikarpur,Shikarpur-I,NA-202,Mr Aftab Shahban Mirani,Pakistan peoples Party Parlimentarians,40125,94301,2146,96447,255576,37.7
Shikarpur,Shikarpur-I,NA-202,Mr Akbar Khan Jatoi,Muttahida Qaumi Moment,489,94301,2146,96447,255576,37.7
Shikarpur,Shikarpur-I,NA-202,Mr Naseer Ahmed Iqbal Lodhi,Independent,368,94301,2146,96447,255576,37.7
Shikarpur,Shikarpur-I,NA-202,Mr Aftab Ahmed Chana,Independent,84,94301,2146,96447,255576,37.7
Shikarapur,Shikarapur-II,NA-203,Agha Arsalan Khan,Pakistan peoples Party Parlimentarians,26084,88121,1535,89656,227629,39.4
Shikarapur,Shikarapur-II,NA-203,Mr Ghulam Akber Jatoi,Muttahida Qaumi Moment,368,88121,1535,89656,227629,39.4
Shikarapur,Shikarapur-II,NA-203,Agha Rafiuddin,Independent,237,88121,1535,89656,227629,39.4
Larkana,Larkana-I,NA-204,Mr Riaz Hussain Kanasiro,Muttahida Qaumi Moment,2129,70055,2241,72296,275041,26.3
Larkana,Larkana-I,NA-204,Syed Peer Shah,Pakistan Mulim League(QA),11062,70055,2241,72296,275041,26.3
Larkana,Larkana-I,NA-204,Syed Muhammad Younis Bukhari,Pakistan Awami Tehreek,455,70055,2241,72296,275041,26.3
Larkana,Larkana-I,NA-204,Mr Muhammad Anwar Bhutto,Pakistan peoples Party Parlimentarians,46743,70055,2241,72296,275041,26.3
Larkana,Larkana-I,NA-204,Mr Muhammad Ashique Dhamraho Advocate,Muttahidda Majlis-e-Amal,2887,70055,2241,72296,275041,26.3
Larkana,Larkana-I,NA-204,Mr Naseem Akhtar Sahito,National Alliance,1130,70055,2241,72296,275041,26.3
Larkana,Larkana-II,NA-205,Mr Allah Bux Khan Unar,Independent,56,90414,2219,92633,272435,34
Larkana,Larkana-II,NA-205,Mr Hizbullah Bughio,Pakistan peoples Party Parlimentarians,45097,90414,2219,92633,272435,34
Larkana,Larkana-II,NA-205,Mr Ali Gohar Tunio,Independent,87,90414,2219,92633,272435,34
Larkana,Larkana-II,NA-205,Mr Ghulam Sarwar Khan Siyal,Independent,104,90414,2219,92633,272435,34
Larkana,Larkana-II,NA-205,Mr Ghulam Yasin Mirani,Independent,183,90414,2219,92633,272435,34
Larkana,Larkana-II,NA-205,Mr Qadir Bux Brohi,Independent,27,90414,2219,92633,272435,34
Larkana,Larkana-II,NA-205,Mr Mukhtiar Ali Tunio,Independent,346,90414,2219,92633,272435,34
Larkana,Larkana-II,NA-205,Mr Manzoor Ali Choliyani,Independent,41,90414,2219,92633,272435,34
Larkana,Larkana-III,NA-206,Syed Asghar Hussain Rashidi,National Alliance,31841,68960,3005,71965,255723,28.1
Larkana,Larkana-III,NA-206,Mr Fida Hussain Magsi,Pakistan Muslim League(N),190,68960,3005,71965,255723,28.1
Larkana,Larkana-IV,NA-207,Doctor Mazhar Mughal,Independent,303,90641,4429,95070,250200,38
Larkana,Larkana-IV,NA-207,Mr Shahid Hussain Bhutto,Pakistan peoples Party Parlimentarians,54349,90641,4429,95070,250200,38
Larkana,Larkana-IV,NA-207,Mr Arif Ali Jalbani,Pakistan Muslim League(N),915,90641,4429,95070,250200,38
Larkana,Larkana-IV,NA-207,Mr Abdul Khalique,Pakistan Muslim League(F),1173,90641,4429,95070,250200,38
Larkana,Larkana-IV,NA-207,Mr Ubedullah Lolai,Muttahida Qaumi Moment,843,90641,4429,95070,250200,38
Larkana,Larkana-IV,NA-207,Mr Farooq Ali Khan Bhutto,Pakistan Peoples Party(Sheed Bhutto),4687,90641,4429,95070,250200,38
Larkana,Larkana-IV,NA-207,Mr Manzoor Ali Lashari,Independent,2188,90641,4429,95070,250200,38
Jacobabad,Jacobabad-I,NA-208,Mr Illahi Bakhsh Soomro,Pakistan Mulim League(QA),25639,70722,3006,73728,252842,29.2
Jacobabad,Jacobabad-I,NA-208,Agha Munir Ahmed Pathan,Muttahida Qaumi Moment,1118,70722,3006,73728,252842,29.2
Jacobabad,Jacobabad-I,NA-208,Raja Khan Jakhrani,Muttahidda Majlis-e-Amal,1997,70722,3006,73728,252842,29.2
Jacobabad,Jacobabad-I,NA-208,Mr Sajjad Hussain Jakhrani,Independent,126,70722,3006,73728,252842,29.2
Jacobabad,Jacobabad-I,NA-208,Mr Shahzada Wasim Shah,Pakistan Muslim League(N),55,70722,3006,73728,252842,29.2
Jacobabad,Jacobabad-I,NA-208,Mr Abdul Nadeem Qureshi,Pakistan Peoples Party(Sheed Bhutto),862,70722,3006,73728,252842,29.2
Jacobabad,Jacobabad-I,NA-208,Mr Meer Aijaz Hussain Jakhrani,Pakistan peoples Party Parlimentarians,40147,70722,3006,73728,252842,29.2
Jacobabad,Jacobabad-II,NA-209,Mr Sikander Ali Shah,Muttahida Qaumi Moment,495,92836,2999,95835,281410,34.1
Jacobabad,Jacobabad-II,NA-209,Mr Tahir Hussain Khan Khoso,Independent,349,92836,2999,95835,281410,34.1
Jacobabad,Jacobabad-II,NA-209,Mr Abdul Raheem Khan Khoso,Pakistan Mulim League(QA),39024,92836,2999,95835,281410,34.1
Jacobabad,Jacobabad-II,NA-209,Mir Mahboob Ali Khan Bijarani,Independent,186,92836,2999,95835,281410,34.1
Jacobabad,Jacobabad-II,NA-209,Mir Hazar Khan Bijarani,Pakistan peoples Party Parlimentarians,52613,92836,2999,95835,281410,34.1
Jacobabad,Jacobabad-III,NA-210,Sardar Saleem Jan Khan Mazari,National Alliance,82810,132036,5331,137367,289394,47.5
Jacobabad,Jacobabad-III,NA-210,Mr Zaffarullah Khan Domki,Independent,348,132036,5331,137367,289394,47.5
Jacobabad,Jacobabad-III,NA-210,Mr Abdul Rasool Kalwar,Independent,273,132036,5331,137367,289394,47.5
Jacobabad,Jacobabad-III,NA-210,Mr Abdul Rauf Khoso Advocate,Muttahida Qaumi Moment,251,132036,5331,137367,289394,47.5
Jacobabad,Jacobabad-III,NA-210,Mr Muhammad Murad Khan Chachar,Pakistan Muslim League(N),129,132036,5331,137367,289394,47.5
Jacobabad,Jacobabad-III,NA-210,Moulvi Abdul Hafiz Bijarani,Muttahidda Majlis-e-Amal,8087,132036,5331,137367,289394,47.5
Jacobabad,Jacobabad-III,NA-210,Mir Imran Khan Bijarani,Pakistan peoples Party Parlimentarians,39743,132036,5331,137367,289394,47.5
Jacobabad,Jacobabad-III,NA-210,Mir Ghulam Abid Khan Sundrani,Independent,47,132036,5331,137367,289394,47.5
Jacobabad,Jacobabad-III,NA-210,Mir Qudaratullah Khan Sundrani,Independent,41,132036,5331,137367,289394,47.5
Jacobabad,Jacobabad-III,NA-210,Mir Hazar Khan Bijarani,Independent,141,132036,5331,137367,289394,47.5
,,NA-211,Dr Abdul Ghaffar Khan Jatoi,National Alliance,83403,129232,2610,131842,329798,40
,,NA-211,Mr Zulfiqar Ali Behan,Pakistan peoples Party Parlimentarians,43220,129232,2610,131842,329798,40
,,NA-211,Mr Arif Mustafa Jatoi,Independent,70,129232,2610,131842,329798,40
,,NA-211,Mr Aziz Ahmed Behan,Independent,688,129232,2610,131842,329798,40
,,NA-211,Mr Ghulam Asghar Abbasi,Muttahida Qaumi Moment,906,129232,2610,131842,329798,40
,,NA-211,Mr Faisal Zaman Jatoi,Independent,63,129232,2610,131842,329798,40
,,NA-211,Mr Qurban Ali,Independent,255,129232,2610,131842,329798,40
,,NA-211,Mr Mohamad Akram Mughal,Pakistan Muslim League(N),609,129232,2610,131842,329798,40
,,NA-212,Mr Allahandho Shah @ Zafar Ali Shah,Pakistan peoples Party Parlimentarians,76470,139613,3172,142785,324754,44
,,NA-212,Mr Khalid Akhtar Jatoi,National Alliance,60121,139613,3172,142785,324754,44
,,NA-212,Mr Khalid Mian Rajper,Sindh Urban-Rurel Alliance,112,139613,3172,142785,324754,44
,,NA-212,Mr Sajjad Hussain Shah,Independent,97,139613,3172,142785,324754,44
,,NA-212,Sayed Amanullah Shah,Independent,26,139613,3172,142785,324754,44
,,NA-212,Sayed Sarfraz Hussain Shah,Independent,51,139613,3172,142785,324754,44
,,NA-212,Sayed Murad Ali Shah,Independent,79,139613,3172,142785,324754,44
,,NA-212,Mr Sher Mohammad Baloch,Independent,67,139613,3172,142785,324754,44
,,NA-212,Mr Ghullam Shabir Lakho,Pakistan Muslim League(N),1220,139613,3172,142785,324754,44
,,NA-212,Mr Mohammad Ali Malak,Pakistan Tehreek-e-Insaf,162,139613,3172,142785,324754,44
,,NA-213,Sardar Ahmed,Pakistan Muslim League(N),1811,129270,3183,132453,330639,40.06
,,NA-213,Syed Irshad Hussain Shah,Independent,272,129270,3183,132453,330639,40.06
,,NA-213,Syed Amjad Hussain Shah,Independent,1009,129270,3183,132453,330639,40.06
,,NA-213,Syed Bagh Ali Shah,Independent,154,129270,3183,132453,330639,40.06
,,NA-213,Syed Zahid Hussain Shah,Pakistan Mulim League(QA),28824,129270,3183,132453,330639,40.06
,,NA-213,Mr Abdul Hadi Khoso Advocate,Pakistan Tehreek-e-Insaf,530,129270,3183,132453,330639,40.06
,,NA-213,Azra Fazal,Pakistan peoples Party Parlimentarians,75237,129270,3183,132453,330639,40.06
,,NA-213,Mr Ghulam Hyder Rahu,Muttahida Qaumi Moment,20877,129270,3183,132453,330639,40.06
,,NA-213,Mr Farooq Ahmed Chandio,Independent,279,129270,3183,132453,330639,40.06
,,NA-213,Fozia Iqbal,Independent,115,129270,3183,132453,330639,40.06
,,NA-213,Malik Mohammad Iqbal,Sunni Tehreek,100,129270,3183,132453,330639,40.06
,,NA-214,Dr Bahadur Khan Dahri,Independent,679,110802,2754,113556,305810,37.1
,,NA-214,Syed Ghulam Mustafa Shah,Pakistan peoples Party Parlimentarians,60267,110802,2754,113556,305810,37.1
,,NA-214,Syed Mehmood Ahmed Shah,Independent,234,110802,2754,113556,305810,37.1
,,NA-214,Mr Shahnawaz Lakhmir,Muttahida Qaumi Moment,956,110802,2754,113556,305810,37.1
,,NA-214,Mr Farooque Ahmed Chandio,Independent,999,110802,2754,113556,305810,37.1
,,NA-214,Fozia Iqbal,Independent,286,110802,2754,113556,305810,37.1
,,NA-214,Mr Mumtaz Ahmed Rahu,National Alliance,46188,110802,2754,113556,305810,37.1
,,NA-215,Mr Habib Ur Rehman Shaikh,Pakistan Muslim League(F),6319,113319,2781,116100,302490,38.4
,,NA-215,Mr Sher Mohammad Phulpoto,Independent,36438,113319,2781,116100,302490,38.4
,,NA-215,Mr Tahir Imtiaz Phulpoto,Independent,163,113319,2781,116100,302490,38.4
,,NA-215,Mr Abdul Qayyum Shaikh,Pakistan Tehreek-e-Insaf,1097,113319,2781,116100,302490,38.4
,,NA-215,Mr Ghulam Hyder Phulpoto,Pakistan Muslim League(N),1918,113319,2781,116100,302490,38.4
,,NA-215,Mr Ghulam Qadir Sattar Mehar,Independent,181,113319,2781,116100,302490,38.4
,,NA-215,Mr Manzoor Hussain Ansari Advocate,Muttahida Qaumi Moment,3477,113319,2781,116100,302490,38.4
,,NA-215,Mr Manzoor Hussain Wasan,Pakistan peoples Party Parlimentarians,62447,113319,2781,116100,302490,38.4
,,NA-215,Mr Munwar Ali Wasan,Independent,28,113319,2781,116100,302490,38.4
,,NA-216,Syed Javed Ali Shah,Pakistan peoples Party Parlimentarians,58735,123979,2456,126435,301400,41.9
,,NA-216,Rashdi,Independent,312,123979,2456,126435,301400,41.9
,,NA-216,Syed Saddaruddin Shah,Pakistan Muslim League(F),63520,123979,2456,126435,301400,41.9
,,NA-216,Mr Shoukat Ali Rajpar,Independent,108,123979,2456,126435,301400,41.9
,,NA-216,Mr Mumtaz Hussain Sahito,Muttahidda Majlis-e-Amal,1076,123979,2456,126435,301400,41.9
,,NA-217,Pir Syed Fazal Ali Shah Jillani,Pakistan peoples Party Parlimentarians,54388,107330,3410,110740,290832,38.1
,,NA-217,Hakim Rehmatullah Abbasi,Independent,154,107330,3410,110740,290832,38.1
,,NA-217,Sardar Shah Dino,Pakistan Muslim League(N),574,107330,3410,110740,290832,38.1
,,NA-217,Syed Moharram Ali Shah,Pakistan Muslim League(F),47308,107330,3410,110740,290832,38.1
,,NA-217,Mr Ghulam Mustafa Sahito (Retired),Independent,164,107330,3410,110740,290832,38.1
,,NA-217,Mr Nadeem Ahmed Hashmi,Pakistan Awami Tehreek,2512,107330,3410,110740,290832,38.1
Hyderabad,Hyderabad-I,NA-218,Mr Rasool Bux Memon,Muttahida Qaumi Moment,3615,112119,1105,113224,276462,41
Hyderabad,Hyderabad-I,NA-218,Mr Shahabuddin Shah,Pakistan Mulim League(QA),3277,112119,1105,113224,276462,41
Hyderabad,Hyderabad-I,NA-218,Makhdoom Muhammad Amin Faheem,Pakistan peoples Party Parlimentarians,102059,112119,1105,113224,276462,41
Hyderabad,Hyderabad-II,NA-219,Prof Khalid Wahab,Muttahida Qaumi Moment,36755,72032,506,72538,236225,30.7
Hyderabad,Hyderabad-II,NA-219,Choudhary Bashir Ahmed Advocate,Pakistan peoples Party Parlimentarians,8762,72032,506,72538,236225,30.7
Hyderabad,Hyderabad-II,NA-219,Dr Saleem Hyder,Mohajir Ittehad Tehrik,262,72032,506,72538,236225,30.7
Hyderabad,Hyderabad-II,NA-219,Mr Sohail Akhtar Siddiqui Advocate,Mohajar Qaumi Movement Pakistan,661,72032,506,72538,236225,30.7
Hyderabad,Hyderabad-II,NA-219,Syed Sarfraz Ali Advocate,Pakistan Muslim League(F),313,72032,506,72538,236225,30.7
Hyderabad,Hyderabad-II,NA-219,Syed Mushtaque Ali Qadri,Pakistan Awami Tehreek,1023,72032,506,72538,236225,30.7
Hyderabad,Hyderabad-II,NA-219,Mr Shabbir Ahmed,Pakistan Muslim League(N),1434,72032,506,72538,236225,30.7
Hyderabad,Hyderabad-II,NA-219,Mr Zaheer Ahmed,Sunni Tehreek,2818,72032,506,72538,236225,30.7
Hyderabad,Hyderabad-II,NA-219,Mr Kaleem Khan,Tehrik-e-Istaqlal,84,72032,506,72538,236225,30.7
Hyderabad,Hyderabad-II,NA-219,Mr Mohammad Iqbal Shaikh,Pakistan Mulim League(QA),2385,72032,506,72538,236225,30.7
Hyderabad,Hyderabad-II,NA-219,Mr Mohammad Shamim Shaikh,Independent,54,72032,506,72538,236225,30.7
